id,name,owner,capacity,fuel
1263,Land At Chiddinglye Farm,REPOWER Balcombe & Chiddinglye Solar Park,5.0,Solar
1264,Land At Court Farm,Sybac Solar International GmbH,2.2,Solar
1265,Land At Cwm Bargoed,Kronos Solar/ Vogt Solar,5.0,Solar
1266,Land At Debdale Lane,Equitix Fund IV,5.0,Solar
1267,Land At Ferry Farm,BNRG (sold to another developer),10.0,Solar
1268,Land At Guston Court Farm,Conergy West Sussex,5.0,Solar
1269,Land At Potash Farm,PS Renewables,7.0,Solar
1270,Land At Rymes Farm (Phase 1),TGC Renewables,6.9,Solar
1271,Land At Rymes Farm (Phase 2)/Grange Solar Farm,Solar Century (TGC Renewables),6.8,Solar
1272,Land At Swanland Road,Gascoyne Holdings,5.0,Solar
1273,Land East Of Honeysome Road,Honeysome Road Solar,4.6,Solar
1274,Land East Of Wadbrook Farm,INRG Solar,5.0,Solar
1275,Land East of Horton Road,Lark Energy,8.5,Solar
1276,Land East of Lawn Lane,Lightsource Renewable Energy,5.0,Solar
1277,Land East of White Horse Lane,Island Green Power,5.0,Solar
1278,Land NW Of Pickhill Bridge Farm,NextEnergy  Solar Fund,3.6,Solar
1279,Land North East Of Penrose Far,Clean Earth Energy,1.5,Solar
1280,Land North of Chiltern Greeen,Lightsource Renewable Energy,5.0,Solar
1281,Land North of Sandhutton Lane,Greencoat Capital,5.0,Solar
1282,Land North of the Wood at Averill Farm,Stretton Solar,5.0,Solar
1283,Land Off Folly Lane,Solar Century/ Bluefield Solar,5.0,Solar
1284,Land Off Ingarsby Lane,T J Coates,2.1,Solar
1285,Land On The East Side Of Fosse Way,Anesco,10.0,Solar
1286,Land Opposite Tyn Y Pistyll,Lightsource Renewable Energy,5.0,Solar
1287,Land Parcel North of Goddards,INRG Solar,5.0,Solar
1288,Land South East Of Water Treatment Works Bridge End,DJ AND SJ RECYCLING,1.5,Biomass
1289,Land South Of Bryn Cyrnau Isaf (resubmission),Green Switch Solutions - Liquidated,5.9,Solar
1290,Land South Off Ollerton Road,Anesco,4.2,Solar
1291,Land South West Of Apollo Business Park,Cyrasol Ecotec,1.7,Solar
1292,Land South of Highfield House,Lightsource Renewable Energy,5.0,Solar
1293,Land South of Knock Lane,Solar Power Inc UK Services/SPI China (HK),4.0,Solar
1294,Land South of Pogmore Spinney,Murex Energy,5.0,Solar
1295,Land To The East Of Back Lane,Anesco,5.0,Solar
1296,Land To The North Of Dairy House Farm,Lightsource Renewable Energy,3.4,Solar
1297,Land To The North Of Moor Farm,Navitas Project,3.8,Solar
1298,Land To The South Of Todderstaffe,Solar Power Inc UK Services/SPI China (HK),4.5,Solar
1299,Land West Of Hunger Hill Farm,Greencoat Capital,5.0,Solar
1300,Land West Side of Axe and Cleaver Lane,Wessex Solar Energy,5.0,Solar
1301,Land West of Parsonage Wood,Lightsource Renewable Energy,4.2,Solar
1302,Land West of Roberts Wall Far,Navitas Project,2.5,Solar
1303,Land adjacent to Church Road,Canadian Solar,3.5,Solar
1304,Land approx 75m South of 141,Mr M Mc Cullagh,20.0,Wind
1305,Land at Ash Row Farm,Lightsource Renewable Energy,5.0,Solar
1306,Land at Barnham,Wirsol,1.0,Solar
1307,Land at Beech Farm,Vortex (formerly SunEdison),4.6,Solar
1308,Land at Biggin Lane,Ramsey Solar,5.0,Solar
1309,Land at Box Road,Suncredit UK,2.2,Solar
1310,Land at Darran Farm,SRE (Darran),2.6,Solar
1311,Land at Dayfields Farm,TGC Renewables,4.7,Solar
1312,Land at East Farm - extension,J.M. Stratton & Co.,6.0,Solar
1313,Land at Five Oaks Farm,Low Carbon,5.0,Solar
1314,Land at Gilley's Mill Dam,NextEnergy Solar Fund,5.0,Solar
1315,Land at Grange Farm,Lockwood Estates,1.1,Biomass
1316,Land at Green Farm,Mr. Michael Owens,1.0,Solar
1317,Land at Heywood Grange,Sovereign Partners,8.4,Solar
1318,Land at High Point Farm,TGC Renewables,4.5,Solar
1319,Land at Hill Farm,Hill Farm,1.2,Solar
1320,Land at Ingles Hill Farm,Sunventures (Suncredit UK),3.0,Solar
1321,Land at Lostock Works (Northwich Facility),Orsted (formerly Dong Energy),5.0,Biomass
1322,Land at Meadow Farm,Lightsource Renewable Energy,5.0,Solar
1323,Land at Mill Farm,Community Power Ltd,1.0,Solar
1324,Land at Morfa Camp,Novus Solar Developments,2.8,Solar
1325,Land at Newlands Farm,British Solar Renewables,5.0,Solar
1326,Land at Oldstone Farm,British Solar Renewables,5.0,Solar
1327,Land at Overside and Greenwellheads Farms,Greenside Wind Energy Ltd,9.2,Wind
1328,Land at Pollington Airfield,Lightsource Renewable Energy,5.0,Solar
1329,Land at Soho Farm,Mells Park Trust,1.5,Solar
1330,Land at Stalbridge Park,British Solar Renewables / NextEnergy Solar Fund (NESF),5.0,Solar
1331,Land at Sutor Farm,Elgin Energy EsCo,5.0,Solar
1332,Land at Tangmere Airfield,West Sussex County Council,5.0,Solar
1333,Land at Whatton Road,Push Energy,1.5,Solar
1334,Land at Woodhouse Farm,Lightsource Renewable Energy,5.0,Solar
1335,Land at Wreay,Anesco,5.0,Solar
1336,Land between Orton Park Farm,INRG Solar,6.4,Solar
1337,Land east of Littledown Business Park,Lightsource Renewable Energy,6.2,Solar
1338,Land north of Ashton Road,Conergy,4.0,Solar
1339,Land of Green Lane,TGC Renewables,5.8,Solar
1340,Land of coal pit lane,Wirsol Energy/Island Green Power,5.0,Solar
1341,Land off Ford Lane,Trina Solar,4.7,Solar
1342,Land off Hooklands Lane,Conergy UK,5.0,Solar
1343,Land off Moss Land (resubmission),Greencoat Capital,5.0,Solar
1344,Land off Moss Side Lane (resubmission),WEL Solar Park 11,5.0,Solar
1345,Land south of Brick Kiln Road,Lightsource Renewable Energy,5.0,Solar
1346,Land to North West of Lodge Farm (Park Farm),Lightsource Renewable Energy,4.0,Solar
1347,Land to the East of Burton Lane,EBS Energy LLP,2.6,Solar
1348,Land to the north and south of Cakers Lane (Wilsom),Canadian Solar,11.0,Solar
1349,Land to the south of Hill Farm (resubmission),TGC Renewables,6.8,Solar
1350,Land to the west of Ashfordby Business Park,First Renewable Developments,3.5,Solar
1351,Land west of Welton Road,Lightsource Renewable Energy,4.4,Solar
1352,Landmead Farm (East Hanney),First Solar/Innogy (previously BELECTRIC Solar)/Foresight Solar Fund,46.0,Solar
1353,Lands West of Belfast Road,Lightsource Renewable Energy,10.0,Solar
1354,Langage,Centrica,905.0,Gas
1355,Langage Solar Farm,Terrence O'Rourke Ltd,5.0,Solar
1356,Langar Lane,Kappa Solar/ OPDE,10.0,Solar
1357,Langenhoe Solar Farm,NextEnergy Solar Fund,21.3,Solar
1358,Langford Solar Farm,Lark Energy,13.1835,Solar
1359,Langford Wind Farm,Co-operative Group,20.0,Wind
1360,Langhope Rig,Greencoat UK Wind,16.0,Wind
1361,Langlands Solar Farm,,2.1,Solar
1362,Langley,EDF Energy,8.0,Wind
1363,Langley Hall Farm,Lark Energy,2.4,Solar
1364,Langley Priory Solar Farm,Mr Stephen Hayward,2.024,Solar
1365,Langstone Court Road Solar Farm,C. DARTNELL,2.5,Solar
1366,Langton (FIT),Lightsource Renewable Energy,4.3472,Solar
1367,Langunnett,Vogt Solar,6.174,Solar
1368,Langwell Estate hydro scheme,DHG Hydro Ltd,1.2,Hydro
1369,Laughton Level,Wessex Solar Energy,7.0,Solar
1370,Lawrence End Park,Lightsource Renewable Energy,5.0,Solar
1371,Lawrence Landfill,Wind Energy Direct,1.6,Wind
1372,Ld NW Of Ratcliffe House Farm,Lightsource Renewable Energy,3.5,Solar
1373,Leacann Hydro,DHG Hydro Ltd,1.0,Hydro
1374,Lednock,Scottish and Southern Energy (SSE),3.0,Hydro
1375,Lee Farm,Vogt Solar,5.0,Solar
1376,Lee Moor,Wanageeska,4.9873,Solar
1377,Leeming Bar (Waste AD),JFS Clapham Lodge Biogas Ltd,1.5,Biomass
1378,Lendrum's Bridge,Renewable Energy Systems (RES),5.9,Wind
1379,Lendrum's Bridge Extension,Renewable Energy Systems (RES),7.3,Wind
1380,Lerwick,Scottish and Southern: Island Generation,67.0,Oil
1381,Levenmouth demonstration turbine (Fife Energy Park),Catapult,7.0,Wind
1382,Leverton Ings,Hazel Capital,12.0,Solar
1383,Liberty Steel Power Station,SIMEC/ Liberty House,9.0,Biomass
1384,Liddeston Ridge Solar Park (Milford Haven),Milford Haven Port Authority,5.0,Solar
1385,Lidsey Landfill,LIDSEY LANDFILL LTD,1.4,Waste
1386,Lilbourne Wind Farm,Cetis,10.0,Wind
1387,Limberlost,Anesco,1.594,Solar
1388,Limes Farm Wickham Solar,Lark Energy,5.7551,Solar
1389,Lincoln EFW,Lincolnshire County Council,16.4,Waste
1390,Lincoln Farm,juwi Renewable Energies,11.4,Solar
1391,Lincoln Landfill Scheme,Natural Power,2.0,Waste
1392,Lincs,GIB,270.0,Wind
1393,Lindhurst,Npower Renewables,9.0,Wind
1394,Lindridge Farm,Sun Farming,5.0,Solar
1395,Ling Hall 1,Summerleaze,3.0,Waste
1396,Lissett,Novera Energy,29.95,Wind
1397,Little Barford,RWE Npower Plc,720.0,Gas
1398,Little Barford GT,RWE Npower Plc,17.0,Gas
1399,Little Belhus Restoration Site,Constantine Wind Energy,1.0,Wind
1400,Little Byth,Lovie Ltd,4.5,Wind
1401,Little Cheyne Court,RWE npower,59.8,Wind
1402,Little Irchester,Lark Energy,4.67896,Solar
1403,Little Morton Solar Farm,Lightsource Renewable Energy,14.3,Solar
1404,Little Raith Farm,Kennedy Power Ltd,25.0,Wind
1405,Little White Alice Solar Park,Little White Alice Ltd,1.3,Solar
1406,Littlebourne,Bluefield Solar Income Fund,17.0,Solar
1407,Littleton,Lightsource Renewable Energy,12.1,Solar
1408,Littlewood Farm,,14.0,Solar
1409,Littlewood Lane Solar,Littlewood Renewables,5.0,Solar
1410,Liverton Farm,Clinton Devon Estates,4.8,Solar
1411,Livishie,Scottish and Southern Energy (SSE),17.0,Hydro
1412,Llanbabo Wind Farm,MANWEB Generation Holdings,20.4,Wind
1413,Llancayo Solar Farm,m03 Power,3.9,Solar
1414,Llandinam Windfarm,CELTPOWER LTD,31.0,Wind
1415,Llandulas Landfill Scheme,Waste Recycling Group,2.9,Waste
1416,Llangwyryfon,Westbury Windfarms Ltd  Unit 10  Strawberry how business  centre  Lorton road  Cockercroft  CA13 9XQ,9.35,Wind
1417,Llwyn Du Solar Farm,Next Energy Solar Fund,8.0,Solar
1418,Llyn Alaw,Beaufort Wind Ltd,20.4,Wind
1419,Llyn Brianne Dam,Dwr Cymru Welsh Water,4.4,Hydro
1420,Llyn Celyn,Dwr Cymru Welsh Water,4.5,Hydro
1421,Llynfi Afan Renewable Energy Park,John Laing,6.0,Wind
1422,Llynfi Renewable Energy Park  Land at Mynydd Caerau,John Laing,18.0,Wind
1423,Loch An Laoigh Hydro,Gilkes Energy,1.0,Hydro
1424,Loch Carnan  South Uist,Scottish and Southern: Island Generation,9.0,Oil
1425,Loch Dubh,Scottish and Southern: Hydro Schemes - Conon,1.2,Hydro
1426,Loch Eilde Mor Hydro (Kinlochleven extension),Green Highland Renewables,2.0,Hydro
1427,Loch Ericht,Scottish and Southern Energy (SSE),2.2,Hydro
1428,Loch Gair,Scottish and Southern Energy (SSE),6.0,Hydro
1429,Loch Sminig Wind Project,Urras Oighreachd Ghabhsainn (Galson Estate Trust),2.7,Wind
1430,Lochay,Scottish and Southern: Hydro Schemes - Breadalbane,46.0,Hydro
1431,Lochay Compensation Set,Scottish and Southern: Hydro Schemes - Breadalbane,2.0,Hydro
1432,Lochcarnan Community Windfarm,Storas Uibhist,6.9,Wind
1433,Lochelbank,RWE npower,9.6,Wind
1434,Lochend  Wind Farm,Wind Harvest,9.2,Wind
1435,Lochhead,Fife Council,2.0,Waste
1436,Lochhead,A7 Energy / Green Energy,6.0,Wind
1437,Lochhead Landfill CHP,Fife Council,1.7,Biomass
1438,Lochhead Landfill Scheme,Natural Power,2.0,Waste
1439,Lochluichart,Eneco,69.0,Wind
1440,Lochluichart (Extension),Infinergy,18.0,Wind
1441,Lodge Farm (Broughton),G & D Castle,2.4,Solar
1442,Lodge Farm (Poulshot),Hive Energy,14.5,Solar
1443,Lodge Farm - Orston,Lightsource Renewable Energy,12.4,Solar
1444,Lodge Farm 1,Mr Knight,1.0,Wind
1445,Loftsome Bridge,Yorkshire Water,1.3,Wind
1446,Loicher Lane,Rocpower,8.0,Biomass
1447,London Array,Siemens Gamesa Renewable Energy,630.0,Wind
1448,London Southend Airport (resubmission),London Southend Airport Co.,2.5,Solar
1449,Long Hill Road,Snow Mountain Investment Ltd,2.0,Wind
1450,Long Meadow Farm,Charles Stone,4.1,Solar
1451,Long Mountain,Energia Renewables,27.6,Wind
1452,Long Sutton Butterfly And Wildlife Park,Moor Solar,1.7,Solar
1453,Long Sutton Butterfly And Wildlife Park (extension),Moor Solar,1.0,Solar
1454,Longlands Lane,Renewable Energy Systems Ltd (RES),1.5,Wind
1455,Longpark,Wind Prospect,38.0,Wind
1456,Loscar,REG Windpower (previously Cornwall Light and Power),4.5,Wind
1457,Lough Hill,B9 / Renewable Energy Systems (RES),7.8,Wind
1458,Lount solar farm,Hadstone Energy,2.8,Solar
1459,Lount/Smoile,SITA UK,1.1,Waste
1460,Lovedean Farm,Lightsource Renewable Energy,4.5,Solar
1461,Low Spinney,Infinis  previously Broadview Energy Developments,8.2,Wind
1462,Lowbrook Farm Anaerobic Digester (Farm AD),,1.3,Biomass
1463,Lowca Wind Farm,Windprospect,4.7,Wind
1464,Lower Basset Down Farm,INRG Solar,10.5,Solar
1465,Lower Bodiniel Farm,Wardell Armstrong International Ltd,5.0,Solar
1466,Lower Coombe Farm (Bean Field),A H Warren Trust,1.0,Solar
1467,Lower Coombe Farm Solar,Solar South West,1.0,Solar
1468,Lower End Farm,Good Energy Generation,4.9,Solar
1469,Lower House,3C Energy,8.22,Solar
1470,Lower Marsh Farm,Solar Power South,5.0,Solar
1471,Lower Melville Wood,Fife Council,1.0,Waste
1472,Lower Pennington Farm,West Solent Solar Cooperative Ltd - Anthony Woolhouse -,2.7,Solar
1473,Lower Severalls Farm,Sigma Solar Limited / OPDE,10.8,Solar
1474,Lower Slade Farm,PS Renewables,4.1,Solar
1475,Lower Stanley Farm,Green Hedge (BayWa r.e.),4.0,Solar
1476,Lower Ufford Lane,William Notcutt Estates,1.1,Solar
1477,Lower Venn Farm,New Energy for the World,5.0,Solar
1478,Lowther Farms,Lowther Farms,1.8,Solar
1479,Lubreoch,Scottish and Southern Energy (SSE),4.0,Hydro
1480,Lune Power,,2.0,Waste
1481,Luscott Barton,Sunsave 7 Luscott Barton Ltd/ vogt Solar,13.0,Solar
1482,Luson Farm,Lightsource Renewable Energy,1.9,Solar
1483,Lussa,Scottish and Southern Energy (SSE),2.4,Hydro
1484,Lynemouth,Scottish Power Renewables,26.0,Wind
1485,Lynn,Green Investment Bank,97.0,Wind
1486,Lynt Farm,Meag,27.0,Solar
1487,Lyreco - Telford Distribution Centre,Addison Energy,3.8,Solar
1488,M1 J18 Wind Turbines,Airvolution Energy,4.0,Wind
1489,M1 Wind Farm,Wind Prospect Developments,7.2,Wind
1490,MALMAYNES HALL FARM,Wessex Solar Energy,12.0,Solar
1491,MMD Shipping Services,EvoEnergy,1.2,Solar
1492,MOD Lyneham,Defence Infrastructure Organisation,69.8,Solar
1493,MSD Cramlington,,4.0,Wind
1494,Mackies Dairy PV,Mackies Of Scotland Ltd,1.8,Solar
1495,Macphie of Glenbervie,,1.2,Biomass
1496,Maentwrog,Magnox Ltd,35.3,Hydro
1497,Maerdy,Greencoat UK Wind,24.0,Wind
1498,Maes Bach,Lightsource Renewable Energy,4.5594,Solar
1499,Maesgwyn,Pennant Wind Energy Ventures Ltd,26.0,Wind
1500,Maesgwyn Wind Farm - extension,Pennant Walters (MAESX) Limited,2.5,Wind
1501,Maesgwyn solar farm,Walters Group,7.5,Solar
1502,Magherafelt,Tobermore Concrete Products,1.0,Wind
1503,Mains of Hatton,Eco2 /GreenCAT,2.4,Wind
1504,Majors Hill/Turners Hill Solar Farm,Haymaker Energy,1.1,Solar
1505,Maldie,RWE npower,4.0,Hydro
1506,Malmesbury Solar,Sunstroom Energy,5.0,Solar
1507,Manmoel Road Solar Park,Pearmat Solar,4.1,Solar
1508,Manor Farm (Castle Cary),Brilliant Harvest Installations,1.8,Solar
1509,Manor Farm (Dorset),INRG Solar,5.0,Solar
1510,Manor Farm (Farm AD),Tamar Energy,1.5,Biomass
1511,Manor Farm (Horton),Capital Stage,5.0,Solar
1512,Manor Farm (Keinton Mandeville),,1.0,Solar
1513,Manor Farm (Monmouthshire),3C Energy/Conergy,10.5,Solar
1514,Manor Farm (Wiltshire) - resubmission,RB & T Barton Ltd,6.3,Solar
1515,Manor Farm - Pertenhall,Prosolia UK,15.0,Solar
1516,Manor Farm - Shripney,BNRG Renewables,5.0,Solar
1517,Manor Farm Eggington,Low carbon Solar Partners,4.992,Solar
1518,Manston,Vogt Solar,9.831,Solar
1519,Manston Solar Farm extension (Westwood),Sunsave 16 Ltd/ Vogt Solar,9.2,Solar
1520,March,TCI Renewables (Richard Lill),1.5,Wind
1521,Marchington Solar Farm,Trina Solar,4.3,Solar
1522,Marchwood,Marchwood Power Limited,842.0,Gas
1523,Marchwood ERF,Veolia,16.0,Waste
1524,Margam Green Energy Plant,Glennmont Partners,40.0,Biomass
1525,Margate,Lanhydrock Estate Company,3.366,Solar
1526,Mark Hill,Force 9 Energy,56.0,Wind
1527,Mark's Quarry,Ylem Energy,1.0,Waste
1528,Markinch CHP,RWE,65.0,Cogeneration
1529,Markley Group (Premiere Kitckens) Biomass,Markley Group,2.1,Biomass
1530,Marley Thatch Solar Farm,TGC Renewables,6.3,Solar
1531,Marr Windfarm,Banks Renewables,8.0,Wind
1532,Marsh Farm,Steadfast Marsh Solar Ltd - Innogy (previously BELECTRIC Solar) (Wai-Kit Cheung <waikit.cheung@belectric.co.uk>),14.0,Solar
1533,Marsh Farm  (Farm AD),Staples,1.4,Biomass
1534,Marsh Farm Hilperton,Hilperton PV Ltd,9.1,Solar
1535,Marsh House Solar Park,Constantine Land Ltd,5.5,Solar
1536,Marshborough Farm solar park (resubmission),Vogt Solar,5.0,Solar
1537,Marshill Farm,Green Cat Renewables,1.5,Wind
1538,Marshwood Farm,KWTN Solar,1.8,Solar
1539,Marston,Lark Energy,4.51136,Solar
1540,Marston Vale Country Park Wind Turbine,Blue Energy,1.5,Wind
1541,Masons Power Plant Landfill Scheme,Haul Waste Disposal Ltd,5.5,Waste
1542,Maw Green Landfill Site,Waste Recycling Group,1.6,Waste
1543,Maw Green Landfill Site  Cheshire (Extension),Waste Recycling Group,2.0,Waste
1544,Mawdesley Moss,Damian Culshaw,2.3,Wind
1545,May Farm Anaerobic Digester (Farm AD),Barway Farms Limited/Shropshire Energy,2.4,Biomass
1546,Mayton Wood Landfill Site,Combined Landfill Projects (CLP),1.5,Waste
1547,McCain Foods AD Plant (AD),McCain Foods (GB) Ltd,1.0,Biomass
1548,Meadow Farm (Thorpe Lanton),,4.998,Solar
1549,Meadow Hall Power,Waste Recycling Group,1.1,Waste
1550,Meall an Tuirc Wind Farm,RWE npower,17.0,Wind
1551,Medway,Scottish and Southern: Thermal,700.0,Gas
1552,Meece Landfill,THOMAS GRAVESON LTD,1.3,Waste
1553,Meikle Carewe,The Renewables Infrastructure Group (TRIG),10.2,Wind
1554,Melton Waste Park (resubmission),Seneca Global Energy,5.0,Wind
1555,Mendennick Solar,REG Solarpower,2.64,Solar
1556,Merevale & Blyth Estate (Waste AD),Ancala Bioenergy (formerly Biogen),2.0,Biomass
1557,Merston,Primrose Solar / Mongoose Energy,4.999,Solar
1558,Metheringham Heath (Farm AD),Future Biogas (Blankney Estate),6.5,Biomass
1559,Methlick Farmers Wind Energy Project,Orkney Sustainable Energy Ltd,12.0,Wind
1560,Mid Hill,Fred Olsen Renewables,75.9,Wind
1561,Mid Hill I,Fred Olsen Renewables,57.5,Wind
1562,Mid Suffolk Home Solar Scheme,Mid Suffolk District Council,4.8,Solar
1563,Middle Balbeggie,Lightsource Renewable Energy,5.0,Solar
1564,Middle Balbeggie,Capital Dynamics,4.0,Wind
1565,Middle Treworder Farm,Innogy (previously BELECTRIC Solar),5.0,Solar
1566,Middlemoor,Npower Renewables,54.0,Wind
1567,Middleton,Scottish Power Renewables,12.0,Wind
1568,Middlewick,Blue Energy (formerly Ridgewind Ltd),20.7,Wind
1569,Mill Farm (resubmission),Push Energy/ NextEnergy Solar Fund (NESF),5.0,Solar
1570,Mill Hill Farm,Lightsource Renewable Energy,5.0,Solar
1571,Millar Farm,Lightsource Renewable Energy,7.21088,Solar
1572,Millennium,West Coast Energy Ltd/Falck Renewables,65.0,Wind
1573,Millennium Extension,West Coast Energy /Falck Renewables,10.0,Wind
1574,Millennium Windfarm,Renewable Development Company (RDC) Scotland (Ltd) for FALCK RENEWABLES,40.0,Wind
1575,Millerhill AD (Waste AD),Ancala Bioenergy (formerly Biogen/Aluana Renewable Energy),1.5,Biomass
1576,Millour Hill Community Windfarm (Extension) resubmission,Community Windpower,6.4,Wind
1577,Millour Hill Community Windfarm (Re-submission),Community Windpower,18.0,Wind
1578,Milton Keynes Wind Farm,Gravis Capital Management,14.0,Wind
1579,Milton Landfill Site,Waste Recycling Group,2.0,Waste
1580,Milton of Fisherie Wind Cluster,LocoGen,4.6,Wind
1581,Mingay Farm - extension,Octopus Imvetments,19.3,Solar
1582,Minnygap (Resubmission),Minnygap (formerly RES),25.0,Wind
1583,Minsca,Airtricity,36.8,Wind
1584,Minsworth Sewage Treatment Works,Severn Trent Water,9.7,Waste
1585,Misson Solar Farm,Novus,5.0,Solar
1586,Moel Maelogen A,John Laing Environmental (formerly Atlantic Energy / EnergieKontor),2.6,Wind
1587,Moel Maelogen A Phase 2,John Laing Environmental,11.7,Wind
1588,Molehill Farm,Bluefield Solar Income Fund,18.0,Solar
1589,Molly Mountain,Erne Concrete Pumping,15.0,Wind
1590,Monan Hill Wind Turbines,North Harris Trust,1.5,Wind
1591,Moneystone Quarry Solar Farm (resubmission),SBC Renewables,5.0,Solar
1592,Monksham Solar Farm,John Laing Environmental Assets Group,10.7,Solar
1593,Monnaboy Wind Farm,Gaelectric Developments/ CGN Europe Energy,12.0,Wind
1594,Monty's Farm  Taunton,Solar Ventures,4.61032,Solar
1595,Moor House Wind Farm (resubmission),Banks Renewables,12.0,Wind
1596,Moorhouse Farm,Solar Park Developments,5.0,Solar
1597,Moorhouse Lane - resubmission,Orta Solar Ltd,1.8,Solar
1598,Morfa Farm,Lightsource Renewable Energy,2.0,Solar
1599,Mornflake Oats Wind Turbine,Mornflake Oats/ Hamlyns Oats,2.3,Wind
1600,Morrisons roof mounted solar,Morrisons,2.0,Solar
1601,Morton House (Marchington),Foresight Group (TGC Renewables),6.2,Solar
1602,Morton Wood Farm,Sun & Soil,4.8,Solar
1603,Moss Thorn Farm,TGC Renewables,5.8,Solar
1604,Mossmorran,Airvolution Energy,4.6,Wind
1605,Mount Farm,INRG (Solar Park) 14,22.0,Solar
1606,Mount Mill Farm - resubmission,OPDE,12.0,Solar
1607,Mountsorrel Landfill Site,Redland Aggregates Ltd / Combined Landfill Projects (CLP),1.6,Waste
1608,Moy,Eneco,60.0,Wind
1609,Mucking Gas 2 Landfill Scheme,ENERGY DEVELOPMENTS (UK) LTD,3.8,Waste
1610,Mucking Gas 3 Landfill Scheme,Cory Environmental,3.9,Waste
1611,Mucomir,Scottish and Southern Energy (SSE),1.75,Hydro
1612,Muirake,vento ludens,4.6,Wind
1613,Muirhall,Lomond Energy,12.3,Wind
1614,Muirhall Extension,Muirhall Energy,6.8,Wind
1615,Muirhall South,Muirhall Energy,8.3,Wind
1616,Mullardoch Tunnel,Scottish and Southern Energy (SSE),2.4,Hydro
1617,Munceys Farm,Lightsource Renewable Energy,31.6,Solar
1618,Mynydd Brombil,REG Windpower,8.0,Wind
1619,Mynydd Bwllfa Wind Farm - Resubmission,Pennant Walters,22.5,Wind
1620,Mynydd Clogau,Renewable Energy Systems (RES),14.5,Wind
1621,Mynydd Gorddu,Cynllun Trydan Gwynt,10.2,Wind
1622,Mynydd Portref,FIM Services,9.35,Wind
1623,Mynydd Portref Wind Farm extension,REG Windpower,12.0,Wind
1624,Mynydd Y Gwrhyd Windfarm (resubmission),Awel Aman Tawe,4.7,Wind
1625,Mynydd y Betws,ESB (Cambrian Renewable Energy Ltd / Betws Common Holdings Ltd),34.5,Wind
1626,Myres Hill,National Energy Laboratories (NEL),1.8,Wind
1627,Myreton Crossroads,Seren Energy,1.6,Wind
1628,NEILSTON WIND FARM,Renewables Infrastructure Group,9.2,Wind
1629,NI Cluster Lough Road,Lightsource Renewable Energy,5.39904,Solar
1630,NI Cluster Moira Road,Lightsource Renewable Energy,5.93712,Solar
1631,NOTTINGTON LANE SOLAR FARM,PS Renewables,5.0,Solar
1632,Nancrossa Farm solar park,Second Solar Project,6.0,Solar
1633,Nant,Scottish and Southern: Hydro Schemes - Sloy/Awe,15.0,Hydro
1634,Nant y Caws Landfill Site,NOVERA,1.4,Waste
1635,Nanteague Farm,British Solar Renewables,7.7,Solar
1636,Nanterrow Farm,Low carbon Solar Partners,4.7,Solar
1637,Nanthenfoel Farms,Anesco,5.0,Solar
1638,Narborough Landfill,SITA UK,2.7,Waste
1639,Nash Waste Water Treatment Works Turbine,Welsh Water,2.5,Wind
1640,Natewood Farm,Haymaker Energy,8.9,Solar
1641,National Wind Turbine Test Site,NEL  East Kilbride  Glasgow G75 0QU,4.7,Wind
1642,Nectar Way Regional Distribution Centre,Sainsburys,1.0,Solar
1643,Nefyn (Tyddyn Cae),Lightsource Renewable Energy,4.92154,Solar
1644,Ness point Wind Turbine 1,SLP Energy,2.3,Wind
1645,Nether Mill Farm (resubmission),AEE Renewables,3.1,Solar
1646,Netherfield Lane,Lightsource Renewable Energy,19.7,Solar
1647,Netherton of Windyhills,Strathdee Energy,4.6,Wind
1648,Netley Landfill Site  Hampshire (Extension),Hampshire Waste Services/ ONYX / Power Plant Services,1.2,Waste
1649,Nevis Range,Nevis Range Development Company,1.1,Hydro
1650,New Albion Wind Farm,John Laing Environmental Assets Group,14.4,Wind
1651,New Barn Farm - Burnley,Mrs J E Haseldon of New Barn Farm,4.5,Wind
1652,New Holland,Windflow UK,1.0,Wind
1653,New Mains of Guynd,BWE Partnership,3.98784,Solar
1654,New Rendy Farm,TGC Renewables,4.8,Solar
1655,New Row Farm,Lightsource Renewable Energy,3.9,Solar
1656,New Stone House,INRG Solar,12.5,Solar
1657,Newlands Farm (East Devon),TGC Renewables,5.0,Solar
1658,Newlands Farm Solar Park,SUNSAVE 10 (FAREHAM) LTD 14 HIGH CROSS TRURO CORNWALL TR1 2AJ/ Vogt Solar,4.99928,Solar
1659,Newlincs EfW,Newlincs Developments,3.2,Waste
1660,Newnham Estate,Solstice Renewables,14.0,Solar
1661,Newnton Dairy,Anesco,7.176,Solar
1662,Newport (Began Road),Eco Energy World,4.9,Solar
1663,Newry Biomass Phase 1 (Gasification),REACT Energy (Kedco),2.0,Biomass
1664,Newstead and Annesley Wind Turbine,Redpath Energy,1.5,Wind
1665,Newthorpe Wind Turbine,Severn Trent Water,2.5,Wind
1666,Newton Down,Renewable Energy Partnerships Ltd,5.0,Wind
1667,Newton Downs Farm,Core Aries (Renewable Energy),5.0,Solar
1668,Newton Ferrers,Gruene Energien,19.501,Solar
1669,Newton Margate,Tulip Meats,1.5,Solar
1670,Newton Marsh Wind Project,TCI Renewables,4.6,Wind
1671,Next Distribution Centre Doncaster,Next/ Eneco,2.5,Solar
1672,Ninnis Farm Solar,The Green Company,5.0,Solar
